restaurant_name,location,listed_in(type),rest_type,rate_clean,votes_clean,dining_votes,delivery_votes,approx_cost_clean,online_order,book_table
Momoman,Navrangpura, Ahmedabad,Sichuan,3.861132015620044,484,2,482,447.4623655913978,Yes,Yes
Monginis,Sadashiv Peth, Pune,Bakery,4.111132015620044,478,0,478,1020.0,Yes,No
Mother's Kitchen,Kothrud, Pune,Biryani,4.0,93,93,0,546.6764705882352,No,Yes
Mother's Meal,CV Raman Nagar, Bangalore,Chinese,4.25,162,162,0,324.83620689655174,No,Yes
Moti Mahal,Jawahar Nagar, Raipur,Pizza,3.8,70,70,0,416.3571428571429,No,Yes
Mr. Brown - Danbro,Nirala Nagar, Lucknow,Coffee,4.011132015620044,789,0,789,490.0318681318682,Yes,No
Mr. Burger,Parrys, Chennai,Fast Food,3.8,137,0,137,368.7272727272728,Yes,No
Mughal Restaurant,Lakdikapul, Hyderabad,Desserts,3.95,258,258,0,380.9193548387097,No,Yes
Mughlai Affair,Chembur, Mumbai,Rolls,3.711132015620044,0,0,0,393.29285714285714,No,No
Mum Mai,Panaji, Goa,Fast Food,3.961132015620043,131,0,131,334.0,Yes,No
Mumbaiya Misal & Vadapav,Navrangpura, Ahmedabad,Maharashtrian,3.85,431,4,427,217.77777777777777,Yes,Yes
Muradabadi Chicken Biryani,Chowk, Lucknow,Biryani,3.75,17,17,0,561.4736842105264,No,Yes
NH1 Bowls - Highway To North,Dhole Patil Road, Pune,Beverages,4.061132015620044,727,0,727,463.3592233009709,Yes,No
NIC Ice Creams,Frazer Town, Bangalore,Desserts,4.161132015620043,0,0,0,392.7268421052632,No,No
NIC Ice Creams,Narayanguda, Hyderabad,Desserts,4.111132015620044,0,0,0,392.7268421052632,No,No
NIC Ice Creams,Panampilly Nagar, Kochi,Desserts,4.111132015620044,0,0,0,392.7268421052632,No,No
NOTO - Healthy Ice Cream,Kothrud, Pune,Desserts,4.111132015620044,203,0,203,412.4754098360656,Yes,No
NR - Navaratna Udupi Pure Veg,Porvorim, Goa,South Indian,3.811132015620044,420,2,418,359.2669039145907,Yes,Yes
Naadbramha Idli,Kurla, Mumbai,South Indian,3.9,0,0,0,172.0,No,No
Namaste Chai,Porvorim, Goa,Ice Cream,3.861132015620044,590,0,590,151.78645833333334,Yes,No
Nandini Deluxe,Banaswadi, Bangalore,Bbq,3.8,109,109,0,548.0410958904109,No,Yes
Natural Ice Cream,Connaught Place, New Delhi,Beverages,4.65,0,0,0,275.4081904761905,No,No
Natural Ice Cream,Himayath Nagar, Hyderabad,Desserts,4.161132015620043,368,0,368,275.4081904761905,Yes,No
Natural Ice Cream,JM Road, Pune,Shake,4.35,368,368,0,275.4081904761905,No,Yes
Navrang Restaurant,Royapettah, Chennai,Sichuan,3.85,122,122,0,330.2723004694836,No,Yes
Nazeer Foods,Lajpat Nagar 2, New Delhi,Rolls,3.55,480,24,456,465.228,Yes,Yes
Nazeer Juice Center,Charminar, Hyderabad,Shake,3.55,5,5,0,303.4,No,Yes
Neelkanth Sweets,Gomti Nagar, Lucknow,Beverages,4.25,779,779,0,575.0934065934066,No,Yes
Nellikka Cloud Kitchen,Kaloor, Kochi,Kerala,4.061132015620044,0,0,0,144.7826086956522,No,No
Nellikka Restaurant,Kadavanthra, Kochi,Kerala,4.0,2,2,0,153.7037037037037,No,Yes
New Bombay Biryani,Shahpur, Ahmedabad,Biryani,3.75,82,82,0,370.83333333333326,No,Yes
New Bombay Sandwich Burger & Pizza,Vishrantwadi, Pune,Fast Food,3.711132015620044,479,0,479,202.19444444444449,Yes,No
New Freeze Land,C G Road, Ahmedabad,Beverages,4.15,896,896,0,399.6103896103896,No,Yes
New Grand Restaurant & Bakery,Begum Bazaar, Hyderabad,Bakery,4.0,129,129,0,273.03125,No,Yes
New King Safina Hotel,Charminar, Hyderabad,North Indian,4.05,146,146,0,391.6363636363636,No,Yes
New Pankaj - Sandwich & Pani Puri,Matunga East, Mumbai,Beverages,4.011132015620044,0,0,0,379.507042253521,No,No
New Paul Dhaba Veggie Hub,Maniktala, Kolkata,Pizza,3.95,447,447,0,367.4439024390244,No,Yes
New Santosh Dhaba,Begum Bazaar, Hyderabad,Beverages,3.95,209,209,0,346.9039548022599,No,Yes
Nimrah Restaurant,Nampally, Hyderabad,Desserts,4.0,929,72,857,491.764705882353,Yes,Yes
Nino Burgers,Dadar West, Mumbai,Fast Food,3.9111320156200433,296,0,296,657.3432835820895,Yes,No
Nisarga,Basaveshwara Nagar, Bangalore,Biryani,3.75,137,137,0,474.4261603375528,No,Yes
Nishat Restaurant,Bhadra, Ahmedabad,Ice Cream,3.7,117,117,0,744.5348837209302,No,Yes
Noodle King,Picnic Garden, Kolkata,Pizza,3.761132015620044,0,0,0,361.5584415584416,No,No
Nukkad Cafe,Aliganj, Lucknow,Beverages,4.011132015620044,0,0,0,184.8,No,No
Nxtdoor,Purasavakkam, Chennai,Sichuan,3.861132015620044,0,0,0,336.57606382978724,No,No
Ohh Taco,Gopalpura, Jaipur,Shake,3.561132015620044,37,0,37,277.5,Yes,No
Old Al - Baik,Lalbagh, Lucknow,Beverages,3.861132015620044,773,0,773,335.57575757575756,Yes,No
Om Food Centre,Satellite, Ahmedabad,Kathiyawadi,3.7,486,2,484,412.52830188679246,Yes,Yes
One By Two,Prabhadevi, Mumbai,Momos,3.9111320156200433,0,0,0,455.88235294117646,No,No
Onesta,Banjara Hills, Hyderabad,Beverages,3.95,0,0,0,464.53314917127074,No,No
Onesta,Mantri Square, Bangalore,Beverages,3.711132015620044,197,0,197,464.53314917127074,Yes,No
Oudh 1590,Sector 1, Kolkata,Desserts,4.15,0,0,0,697.9558011049724,No,No
Oven Day Pizza,West Patel Nagar, New Delhi,Shake,3.6,14,14,0,283.56756756756755,No,Yes
Ovenfresh,Dadar Shivaji Park, Mumbai,Beverages,4.35,0,0,0,605.0927407407409,No,No
Ovenstory Pizza,Abids, Hyderabad,Fast Food,3.961132015620043,0,0,0,770.4740340909091,No,No
Ovenstory Pizza,Shaniwar Peth, Pune,Fast Food,4.111132015620044,0,0,0,770.4740340909091,No,No
Oyalo Pizza,Triplicane, Chennai,Desserts,3.711132015620044,520,0,520,765.9244444444444,Yes,No
Oye Kiddan,Matunga East, Mumbai,Desserts,3.611132015620044,0,0,0,314.4575163398693,No,No
P. Bhagat Tarachand,Mani Nagar, Ahmedabad,Beverages,3.35,27,27,0,443.50798722044726,No,Yes
P60,Panampilly Nagar, Kochi,Desserts,4.15,486,486,0,474.7142857142858,No,Yes
PFZ,Mani Nagar, Ahmedabad,Sichuan,3.85,1005,22,983,317.2282608695652,Yes,Yes
PVR Café,Hazratganj, Lucknow,Beverages,3.9111320156200433,65,0,65,464.7898765432099,Yes,No
Pai Brothers 36 Varities Of Dosa,Kadavanthra, Kochi,Kerala,3.85,138,138,0,278.0412371134021,No,Yes
Pai Brothers Fast Food,MG Road, Kochi,Street Food,4.15,528,528,0,283.8775510204082,No,Yes
Pakiza Restaurant,Panaji, Goa,North Indian,3.75,223,19,204,325.6585365853659,Yes,Yes
Pandit Pav Bhaji,C Scheme, Jaipur,South Indian,3.6,137,137,0,208.82352941176472,No,Yes
Papadams Blue,Kothapet, Hyderabad,Desserts,3.95,625,625,0,606.5,No,Yes
Paparizza - Woodfired Pizzas,Delhi University-GTB Nagar, New Delhi,Beverages,4.05,0,0,0,716.5027322404371,No,No
Paputty's Valsa Cafe,Kacheripady, Kochi,Chinese,4.0,62,62,0,267.7826086956522,No,Yes
Paradise Biryani,Charminar Area, Hyderabad,Desserts,3.6,46,46,0,667.2432432432432,No,Yes
Paratha Club,New BEL Road, Bangalore,North Indian,3.8,104,20,84,250.0,Yes,Yes
Paratha Envy,Seshadripuram, Bangalore,North Indian,4.011132015620044,169,0,169,200.15384615384616,Yes,No
Pathaan Sir,Wilson Garden, Bangalore,Rolls,3.611132015620044,280,0,280,284.7088607594937,Yes,No
Patil Misal,Porvorim, Goa,Maharashtrian,3.6,153,24,129,93.6923076923077,Yes,Yes
Pavdos Cafe,Civil Lines, Raipur,Pizza,3.75,44,44,0,292.57028112449797,No,Yes
Pawan Sweet & Bhojnalay,Indira Nagar, Lucknow,Chinese,3.6,13,13,0,382.1204819277109,No,Yes
Payasam Kada - Taste Trees,Palarivattom, Kochi,Desserts,3.95,35,35,0,337.77777777777777,No,Yes
Peaberrys,Esplanade, Kolkata,Pizza,4.061132015620044,77,0,77,557.2727272727273,Yes,No
Peshawar,Malakpet, Hyderabad,Chinese,3.6,544,4,540,642.8666666666667,Yes,Yes
Piazza Pizza By Little Italy,Camp Area, Pune,Fast Food,3.55,189,26,163,649.6288659793814,Yes,Yes
Pista House,Charminar Area, Hyderabad,Beverages,3.9,40,40,0,693.1504424778761,No,Yes
Pista House - Premium Lounge,Charminar Area, Hyderabad,Beverages,3.6,16,16,0,512.5970149253732,No,Yes
Pista House Bakery,Charminar, Hyderabad,Beverages,4.061132015620044,0,0,0,1026.6225165562914,No,No
Pitaworks,Kacheripady, Kochi,Fast Food,3.85,483,12,471,395.25,Yes,Yes
Pizza @90,Samta Colony, Raipur,Pizza,3.811132015620044,399,0,399,153.5593220338983,Yes,No
Pizza And Burger King,Brahmpuri, Jaipur,Beverages,3.8,843,4,839,419.3388429752066,Yes,Yes
Pizza Baker's,Raja Park, Jaipur,Pizza,4.1,29,29,0,468.2139784946237,No,Yes
Pizza Bar,Sodala, Jaipur,Fast Food,3.7,615,8,607,513.084927536232,Yes,Yes
Pizza Bites,Sodala, Jaipur,Fast Food,3.7,7,7,0,503.3430573248408,No,Yes
Pizza Bites,Wadgaon Sheri, Pune,Beverages,4.0,246,15,231,503.3430573248408,Yes,Yes
Pizza Cave,Chowk, Lucknow,Beverages,3.9,205,205,0,384.1038961038961,No,Yes
Pizza Hut,Centre Square Mall, Kochi,Beverages,3.55,390,390,0,574.5407242339833,No,Yes
Pizza Hut,Dadar West, Mumbai,Fast Food,3.45,81,81,0,574.5407242339833,No,Yes
Pizza Hut,Esplanade, Kolkata,Fast Food,3.761132015620044,30,0,30,574.5407242339833,Yes,No
Pizza Hut,Kacheguda, Hyderabad,Beverages,3.65,46,46,0,574.5407242339833,No,Yes
Pizza Hut,MI Road, Jaipur,Beverages,3.7,782,782,0,574.5407242339833,No,Yes
Pizza Hut,Shanti Nagar, Bangalore,Beverages,3.65,271,271,0,574.5407242339833,No,Yes
Pizza Hut,Shukrawar Peth, Pune,Beverages,3.9,929,91,838,574.5407242339833,Yes,Yes
Pizza Olive,Devendra Nagar, Raipur,Pizza,4.011132015620044,225,0,225,330.19472868217053,Yes,No
Pizza Pandey,Gomti Nagar, Lucknow,Fast Food,3.611132015620044,345,0,345,411.7551020408163,Yes,No
Pizza Pie,Rajajipuram, Lucknow,Pizza,3.761132015620044,870,0,870,492.27906976744185,Yes,No
Pizza Pool,Rajajipuram, Lucknow,Pasta,4.1,71,71,0,348.8,No,Yes
Pizza Potter,Aliganj, Lucknow,Pizza,4.0,70,70,0,342.5263157894737,No,Yes
Pizza Ricotta,Thopumpady, Kochi,Fast Food,3.161132015620044,7,0,7,613.3333333333334,Yes,No
Pizza Studio,Laxmi Nagar, New Delhi,Fast Food,3.95,685,685,0,463.15751243781096,No,Yes
Pizza Tune,Satellite, Ahmedabad,Desserts,3.25,188,188,0,245.90909090909088,No,Yes
Pizza Unlimited,Pink City, Jaipur,Beverages,3.3,14,14,0,281.61344537815125,No,Yes
Pizza Wala,Shalimar, Kolkata,Pizza,3.761132015620044,0,0,0,463.5238095238096,No,No
Pizza Wizza,Rajajipuram, Lucknow,Pizza,3.811132015620044,0,0,0,287.1313131313131,No,No
Pizza Zone,Paldi, Ahmedabad,Pasta,3.6,968,44,924,338.390243902439,Yes,Yes
Pizza@89,Samta Colony, Raipur,Pizza,3.711132015620044,0,0,0,347.6363636363636,No,No
Pizza@99,Rajajinagar, Bangalore,Fast Food,3.511132015620044,578,0,578,288.05263157894734,Yes,No
PizzaExpress,Wadala, Mumbai,Beverages,3.892724144860015,0,0,0,1078.0323232323233,No,No
Pizzaman,Edappally, Kochi,Beverages,3.4,486,7,479,691.0721649484536,Yes,Yes
Pizzaport & Cafe,Aliganj, Lucknow,Burger,3.8,448,448,0,510.23021582733816,No,Yes
Pizzatarian,Aliganj, Lucknow,American,3.8,52,4,48,495.0,Yes,Yes
Platform 65,Dilsukhnagar, Hyderabad,Beverages,4.0,924,924,0,567.08,No,Yes
Pohewala,Samta Colony, Raipur,Pizza,4.061132015620044,179,3,176,202.2307692307692,Yes,Yes
Poi & Rolls Adda,Panaji, Goa,Rolls,3.892724144860015,11,0,11,343.90909090909093,Yes,No
Pokket Cafe,Karve Nagar, Pune,Desserts,3.45,177,38,139,303.00518134715026,Yes,Yes
Ponnusamy Hotel,Egmore, Chennai,Beverages,3.55,127,127,0,487.6966292134832,No,Yes
Porkeato De Portico,Palarivattom, Kochi,South Indian,3.8,332,11,321,501.6666666666666,Yes,Yes
Potful - Claypot Biryanis,Anna Nagar West, Chennai,North Indian,4.011132015620044,0,0,0,1040.0246913580247,No,No
Potoba,Dadar West, Mumbai,Beverages,3.9,428,428,0,371.92045454545456,No,Yes
Prasuma Momo Kitchen,Karol Bagh, New Delhi,Chinese,4.061132015620044,132,0,132,455.3610989010989,Yes,No
Prithvi Hotel,Mani Nagar, Ahmedabad,Desserts,3.9,254,254,0,494.6036745406824,No,Yes
Puffizza,Gurukul, Ahmedabad,Beverages,4.199999999999999,0,0,0,535.934065934066,No,No
Puliyogare Point,Basavanagudi, Bangalore,Desserts,4.25,760,760,0,138.0344827586207,No,Yes
Punjabi Tadka,Malviya Nagar, Jaipur,Mughlai,3.8,196,196,0,400.8384615384616,No,Yes
Pure Momos,Civil Lines, Raipur,Pizza,3.611132015620044,114,0,114,351.9574468085106,Yes,No
Purohit Restaurant,Mani Nagar, Ahmedabad,Chinese,4.15,383,383,0,388.92887029288704,No,Yes
Quick Snacks,Kadavanthra, Kochi,Beverages,3.55,45,45,0,252.96202531645568,No,Yes
RJ Chai Wala,Jhotwara, Jaipur,Street Food,3.961132015620043,267,0,267,96.3,Yes,No
RK Pure Veg,Vishrantwadi, Pune,Sichuan,3.75,208,208,0,390.1040462427746,No,Yes
RNR Biryani - Taste Of 1953,Jayanagar, Bangalore,Andhra,4.25,0,0,0,759.5275590551182,No,No
RP's Pizzeria,Paldi, Ahmedabad,Pasta,3.95,264,264,0,780.6760563380282,No,Yes
RR62 - Cafe & Kitchen,Pink City, Jaipur,Beverages,4.0,177,177,0,413.8320610687024,No,Yes
Raasta Cafe,Dobson Road, Kolkata,Pizza,4.0,450,450,0,270.8305084745763,No,Yes
Radhe Restaurants,Subhash Bridge, Ahmedabad,Beverages,3.9,27,27,0,498.5404580152672,No,Yes
Radhey Lal Sweets,Aliganj, Lucknow,Chinese,3.75,261,261,0,609.696,No,Yes
Raffs F9,Ultadanga, Kolkata,Pizza,3.7,10,0,10,394.13592233009706,Yes,No
Raj Restaurant,Chembur, Mumbai,Biryani,3.95,345,345,0,708.4036036036036,No,Yes
Rajdhani,Mantri Square, Malleshwaram,Rajasthani,4.0,746,746,0,393.72093023255815,No,Yes
Rang De Basanti Dhaba,Kankurgachi, Kolkata,Pizza,4.15,506,506,0,489.3956043956044,No,Yes
Rattilal's - Sitapur Road,Aliganj, Lucknow,Desserts,3.45,69,69,0,254.1440860215054,No,Yes
Raw Squeezed,Vyttila, Kochi,Salad,4.111132015620044,3,3,0,417.5,No,Yes
Rawat Mishthan Bhandar,Sindhi Camp, Jaipur,Street Food,4.011132015620044,213,0,213,352.8897338403042,Yes,No
Razakhiya Hotel,HBR Layout, Bangalore,Sichuan,3.8,60,60,0,382.1081081081082,No,Yes
Real Arabia,Palarivattom, Kochi,Juices,3.75,291,291,0,470.64906832298135,No,Yes
Red Bucket Biryani,Saroor Nagar, Hyderabad,Biryani,3.961132015620043,100,0,100,2023.4375,Yes,No
Redaan Restaurant,Charminar, Hyderabad,North Indian,4.061132015620044,746,3,743,439.3109243697479,Yes,Yes
Reddy's Fast Food,Yerawada, Pune,Sichuan,3.7,82,82,0,399.765625,No,Yes
Reena Paul's Kitchen,Anna Nagar West, Chennai,Chinese,3.961132015620043,0,0,0,453.6236559139785,No,No
Richi Rich,Aliganj, Lucknow,Street Food,3.8,320,320,0,568.2962962962962,No,Yes
Ritz Classic,Mall De Goa, Goa,Beverages,4.25,510,105,405,745.7934508816122,Yes,Yes
Riyas Biriyani,Purasavakkam, Chennai,Fast Food,3.85,965,5,960,253.51351351351352,Yes,Yes
Rizo Resto,Kacheripady, Kochi,Shake,4.1,129,5,124,398.73333333333335,Yes,Yes
Roasties,Chowk, Lucknow,Biryani,3.75,245,24,221,380.2307692307692,Yes,Yes
Roll Express,C Scheme, Jaipur,Rolls,3.9111320156200433,0,0,0,442.5352112676056,No,No
Roll Point,Dhankawadi, Pune,Chinese,4.05,111,111,0,278.3098591549296,No,Yes
Rollick,Park Street Area, Kolkata,Pizza,4.15,444,444,0,274.58181818181816,No,Yes
Rolls Mania,Gomti Nagar, Lucknow,North Indian,3.861132015620044,0,0,0,401.60877805486285,No,No
Rolls Mania,Sadashiv Peth, Pune,Beverages,4.15,87,87,0,401.60877805486285,No,Yes
Rolls Mania,Samta Colony, Raipur,Pizza,4.061132015620044,0,0,0,401.60877805486285,No,No
Rolls On Wheels,St. Marks Road, Bangalore,North Indian,3.55,64,0,64,472.7741935483872,Yes,No
RollsKing,Raja Park, Jaipur,Beverages,4.011132015620044,229,0,229,422.1756756756757,Yes,No
Rominus Pizza And Burger,C Scheme, Jaipur,Fast Food,3.85,35,35,0,615.7288984881209,No,Yes
Rominus Pizza And Burger,Jopling Road, Lucknow,Fast Food,4.1,149,149,0,615.7288984881209,No,Yes
Roop Basant Pavitra Bhojnalaya,Gopalbari, Jaipur,Beverages,3.55,126,126,0,227.1794871794872,No,Yes
Roopali Veg,Bibvewadi, Pune,Beverages,3.9,20,20,0,356.92105263157896,No,Yes
Rosy Roti,Kankurgachi, Kolkata,Pizza,4.011132015620044,337,0,337,340.9387755102041,Yes,No
Roti Ghar,Basavanagudi, Bangalore,Beverages,3.8,927,927,0,267.87460815047024,No,Yes
Roy Dhaba,Picnic Garden, Kolkata,Pizza,3.55,11,11,0,406.9617486338798,No,Yes
Roy Pizza House,Sector 4, Kolkata,Pizza,3.761132015620044,0,0,0,367.70642201834863,No,No
Royal Indian Hotel  - Since 1905,Bara Bazar, Kolkata,Pizza,4.15,0,0,0,603.8028169014085,No,No
Royalz Pepper,Aliganj, Lucknow,Desserts,3.7,777,245,532,307.27272727272725,Yes,Yes
Rumaan Restaurant,Kaloor, Kochi,Beverages,3.55,14,14,0,277.2173913043478,No,Yes
SLAY Coffee,Worli, Mumbai,Shake,3.861132015620044,0,0,0,491.0930337078652,No,No
SP Burger,Chembur, Mumbai,Sichuan,4.0,130,130,0,185.63953488372093,No,Yes
Safe House,Sector 4, Kolkata,Pizza,3.711132015620044,0,0,0,353.36842105263156,No,No
Sahara Family Restaurant,Chembur, Mumbai,Sichuan,3.55,511,4,507,673.9685039370079,Yes,Yes
Sai Chaap Soya,Ajmer Highway, Jaipur,Rolls,3.6,609,7,602,308.3418947368421,Yes,Yes
Saima Restaurant,Chowringhee, Kolkata,Pizza,3.75,428,428,0,285.021897810219,No,Yes
Salem RR Biriyani Unavagam,Triplicane, Chennai,Seafood,3.75,47,47,0,635.0512820512821,No,Yes
Salkara Xpress By Paragon Group,Vyttila, Kochi,South Indian,4.011132015620044,0,0,0,335.3333333333333,No,No
Sam's Pizza,Mahaveer Nagar, Raipur,Pizza,4.05,152,152,0,515.9629629629629,No,Yes
Sam's Pizza,Navrangpura, Ahmedabad,Fast Food,3.9,673,673,0,515.9629629629629,No,Yes
Sam's Pork And Beef,Anna Nagar East, Chennai,Biryani,3.861132015620044,788,0,788,397.25,Yes,No
Samco,Alwarpet, Chennai,Beverages,4.0,634,634,0,579.5593220338983,No,Yes
Samriddhi Thali,Tatibandh, Raipur,Pizza,3.9111320156200433,452,0,452,263.811320754717,Yes,No
Sandwich Express,Koregaon Park, Pune,Beverages,4.011132015620044,0,0,0,257.796875,No,No
Sandwich Guru,Wilson Garden, Bangalore,Beverages,3.961132015620043,11,0,11,135.95744680851064,Yes,No
Sandwich Jn.,Devendra Nagar, Raipur,Pizza,4.05,951,70,881,297.7653631284916,Yes,Yes
Sandwich Jn.,Samta Colony, Raipur,Pizza,4.0,101,101,0,297.7653631284916,No,Yes
Sandwich Junction,Mowa, Raipur,Pizza,3.9111320156200433,184,0,184,241.90476190476193,Yes,No
Sangeetha Veg Restaurant - Gandhi Irwin Road,Egmore, Chennai,Shake,3.95,236,236,0,376.9523773584906,No,Yes
Santosh Dhaba,Abids, Hyderabad,Desserts,4.1,0,0,0,442.8895705521472,No,No
Saparito Pizza,Sadashiv Peth, Pune,Beverages,4.011132015620044,384,0,384,392.25396825396825,Yes,No
Sardaar Ji Chicken Co.,Malviya Nagar, Jaipur,Bbq,3.2,10,10,0,679.8484848484849,No,Yes
Sarvi Restaurant,Banjara Hills, Hyderabad,Beverages,4.1,0,0,0,565.1851851851852,No,No
Savi Sagar,Malleshwaram, Bangalore,Beverages,3.85,221,221,0,267.4310344827586,No,Yes
Savoury Sea Shell,Thousand Lights, Chennai,Sichuan,4.05,848,848,0,693.8252100840336,No,Yes
Scoops Ice Cream,Charminar, Hyderabad,Pizza,3.85,921,6,915,267.36833333333334,Yes,Yes
Sethi Bar-Be-Que,Bani Park, Jaipur,Rolls,3.9111320156200433,0,0,0,660.4043715846994,No,No
Shadaan Restaurant,Chandrayanagutta, Hyderabad,Hyderabadi,4.0,19,19,0,369.6,No,Yes
Shah Ghouse Hotel & Restaurant,Charminar, Hyderabad,Desserts,4.2,0,0,0,661.6016877637131,No,No
Shah Ghouse Special Shawarma,Charminar, Hyderabad,Beverages,4.199999999999999,156,156,0,278.5168539325843,No,Yes
Shakti - The Sandwich Shop,Ellis Bridge, Ahmedabad,Beverages,3.75,230,230,0,335.35714285714283,No,Yes
Shanmukha,JP Nagar, Bangalore,Seafood,4.15,0,0,0,559.4424242424243,No,No
Shap Food Restaurant,Vyttila, Kochi,Biryani,3.65,927,53,874,456.2191780821918,Yes,Yes
Sharma Chai,Lalbagh, Lucknow,Street Food,4.011132015620044,0,0,0,193.17188679245288,No,No
Sharma Ji Ki Chai,Lalbagh, Lucknow,Tea,4.111132015620044,0,0,0,122.85714285714286,No,No
Shawarma Daddy,Edappally, Kochi,Beverages,3.8,44,44,0,353.77948717948715,No,Yes
Shawarma Kings,Anna Nagar East, Chennai,Kebab,3.9111320156200433,0,0,0,352.9761904761905,No,No
Shawarma Nation,City Centre 1, Kolkata,Pizza,4.15,176,176,0,476.5806451612903,No,Yes
Sheikh Shawarma,Kadavanthra, Kochi,Kerala,3.761132015620044,223,3,220,359.9212598425197,Yes,Yes
Sher-E-Punjab,Theatre Road, Kolkata,Pizza,3.5,310,310,0,549.6129032258065,No,Yes
Shero Home Food - Chettinad,Vepery, Chennai,Desserts,3.861132015620044,41,0,41,278.65359477124184,Yes,No
Sherton Restaurant,Amberpet, Hyderabad,Biryani,4.1,0,0,0,569.2035398230089,No,No
Shiraz Golden Restaurant,Park Street Area, Kolkata,Pizza,4.05,0,0,0,546.4255319148937,No,No
Shivam Bhojnalay,Gurukul, Ahmedabad,Gujarati,3.25,149,149,0,518.5567010309278,No,Yes
Shivam Classic,Panaji, Goa,Beverages,3.892724144860015,3,0,3,349.10769230769233,Yes,No
Shivsu Pizza,Chembur, Mumbai,Shake,3.75,346,16,330,277.6170212765957,Yes,Yes
Shobhaa Only Veg,Parel, Mumbai,Beverages,4.1,487,487,0,509.2910447761194,No,Yes
Shofu - The Momo Man,Lal Kothi, Jaipur,Beverages,4.2,104,104,0,385.7974683544304,No,Yes
Shree Konar Vilas,Purasavakkam, Chennai,Biryani,4.1,208,208,0,509.83739837398366,No,Yes
Shree Marutinandan Kathiyawadi Restaurant,Shivalik Yash, Ahmedabad,Beverages,3.5,44,44,0,283.0064935064935,No,Yes
Shree Mehfil,Sola, Ahmedabad,Desserts,4.25,357,357,0,457.283950617284,No,Yes
Shree Santosh Family Dhaba,Himayath Nagar, Hyderabad,Beverages,4.1,182,182,0,445.25217391304346,No,Yes
Shri Shyam Bhature Wala,Vaishali Nagar, Jaipur,North Indian,4.011132015620044,0,0,0,221.6428571428571,No,No
Siddique Kabab Centre,Tolichowki, Hyderabad,Chinese,4.25,732,732,0,447.2340425531914,No,Yes
Sijis Pizza Street,Edappally, Kochi,Fast Food,3.95,41,41,0,690.1024691358025,No,Yes
Sikkim Jojo,Civil Lines, Raipur,Pizza,3.6611320156200433,0,0,0,170.76923076923077,No,No
Sip & Bite,Civil Lines, Raipur,Pizza,3.85,226,226,0,364.5740740740741,No,Yes
Sip & Bite,Malakpet, Hyderabad,Beverages,3.65,189,14,175,364.5740740740741,Yes,Yes
Sip 'N' Bite's,Dobson Road, Kolkata,Pizza,3.761132015620044,1,1,0,324.784,No,Yes
Slyce Pizza,Lower Parel, Mumbai,Fast Food,3.861132015620044,0,0,0,1174.5172972972973,No,No
Smokin' Joe's,Wadala, Mumbai,Sandwich,3.35,131,131,0,667.3090909090909,No,Yes
Sodhani Sweets And Namkeen,Gopalpura, Jaipur,Street Food,4.0,8,8,0,392.95186666666666,No,Yes
Sodhani Sweets Pvt. Ltd.,Bapu Nagar, Jaipur,Mithai,4.111132015620044,0,0,0,396.2395151515152,No,No
Speak Burgers by Vicky Ratnani,Pali Hill, Mumbai,Fast Food,4.011132015620044,0,0,0,877.5081967213115,No,No
Spice 9 Restaurant,Malakpet, Hyderabad,Seafood,3.75,30,30,0,519.6589861751152,No,Yes
Spice Village,Gomti Nagar, Lucknow,Street Food,4.0,108,108,0,468.9640287769784,No,Yes
Square Thali,Navrangpura, Ahmedabad,North Indian,3.761132015620044,756,0,756,314.7164179104478,Yes,No
Sri Udupi Food Hub,Majestic, Bangalore,Beverages,3.7,7,7,0,315.6953125,No,Yes
St. Louis Pizza,Bais Godam, Jaipur,Beverages,3.611132015620044,225,0,225,397.63888888888897,Yes,No
Starboy Pizza & Shakes,Worli, Mumbai,Beverages,3.6611320156200433,0,0,0,362.375,No,No
Starbucks Coffee,Shankar Nagar, Raipur,Pizza,3.7,614,9,605,556.5392857142857,Yes,Yes
Subhan Bakery,Nampally, Hyderabad,Bakery,4.25,12,12,0,515.2380952380952,No,Yes
Subway,C Scheme, Jaipur,Beverages,4.0,608,608,0,490.2004860267314,No,Yes
Subway,FC Road, Pune,Beverages,3.6,310,310,0,490.2004860267314,No,Yes
Subway,Kilpauk, Chennai,Fast Food,3.65,192,192,0,490.2004860267314,No,Yes
Subway,Malakpet, Hyderabad,Beverages,3.8,113,113,0,490.2004860267314,No,Yes
Subway,Matunga East, Mumbai,Beverages,3.4,449,449,0,490.2004860267314,No,Yes
Subway,Theatre Road, Kolkata,Beverages,3.95,181,181,0,490.2004860267314,No,Yes
Sudama Bhel,Yerawada, Pune,Fast Food,3.861132015620044,174,0,174,157.5,Yes,No
Sukanta,Deccan Gymkhana, Pune,Beverages,4.15,0,0,0,704.765,No,No
Sukumar Food Court,Tripunithura, Kochi,Sichuan,3.75,70,70,0,125.77777777777777,No,Yes
Super Star Hazi Biryani,Sector 4, Kolkata,Pizza,3.35,34,34,0,338.4864864864865,No,Yes
Supreme Sandwich Corner,Budhwar Peth, Pune,Beverages,3.55,10,10,0,361.5686274509804,No,Yes
Surabhi Grand,Amberpet, Hyderabad,Beverages,3.85,434,434,0,649.7765957446809,No,Yes
Swadesi Station,Bais Godam, Jaipur,Hyderabadi,3.961132015620043,743,0,743,475.5409836065574,Yes,No
